,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,season,team
35,2022-05-01,20:45,Serie A,Matchweek 35,Sun,Away,D,0,0,Roma,1.3,1.1,57.0,62988.0,Roberto Soriano,3-1-4-2,Michael Fabbri,Match Report,,10.0,4.0,15.6,2022,Bologna
36,2022-05-08,15:00,Serie A,Matchweek 36,Sun,Away,L,3,4,Venezia,2.6,3.2,60.0,6674.0,Roberto Soriano,3-5-2,Livio Marinelli,Match Report,,23.0,10.0,15.5,2022,Bologna
37,2022-05-15,12:30,Serie A,Matchweek 37,Sun,Home,L,1,3,Sassuolo,1.6,1.7,55.0,19794.0,Roberto Soriano,3-5-2,Davide Ghersini,Match Report,,7.0,1.0,15.9,2022,Bologna
38,2022-05-21,17:15,Serie A,Matchweek 38,Sat,Away,W,1,0,Genoa,1.0,1.4,50.0,17768.0,Lorenzo De Silvestri,3-5-2,Gianpiero Miele,Match Report,,11.0,4.0,12.4,2022,Bologna
1,2021-08-21,20:45,Serie A,Matchweek 1,Sat,Home,L,1,3,Lazio,1.6,1.7,46.0,3655.0,Simone Romagnoli,4-1-2-1-2◆,Simone Sozza,Match Report,,16.0,3.0,17.7,2022,Empoli
2,2021-08-28,20:45,Serie A,Matchweek 2,Sat,Away,W,1,0,Juventus,0.8,1.6,46.0,17584.0,Leonardo Mancuso,4-3-1-2,Davide Ghersini,Match Report,,11.0,3.0,17.4,2022,Empoli
3,2021-09-11,15:00,Serie A,Matchweek 3,Sat,Home,L,1,2,Venezia,2.2,1.6,68.0,2511.0,Leonardo Mancuso,4-1-3-2,Antonio Rapuano,Match Report,,21.0,5.0,19.3,2022,Empoli
4,2021-09-19,12:30,Serie A,Matchweek 4,Sun,Home,L,0,3,Sampdoria,1.6,1.4,54.0,3064.0,Leonardo Mancuso,4-3-1-2,Maurizio Mariani,Match Report,,15.0,4.0,19.5,2022,Empoli
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Away,W,2,0,Cagliari,1.0,1.3,50.0,7226.0,Simone Romagnoli,4-3-1-2,Marco Di Bello,Match Report,,17.0,5.0,21.6,2022,Empoli
6,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Home,W,4,2,Bologna,2.1,3.0,37.0,5022.0,Simone Romagnoli,4-3-1-2,Piero Giacomelli,Match Report,,14.0,6.0,17.2,2022,Empoli
7,2021-10-03,18:00,Serie A,Matchweek 7,Sun,Away,L,0,2,Roma,0.7,1.6,37.0,31946.0,Simone Romagnoli,4-3-1-2,Giovanni Ayroldi,Match Report,,11.0,3.0,19.2,2022,Empoli
8,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Home,L,1,4,Atalanta,1.0,4.3,48.0,6214.0,Simone Romagnoli,4-3-3,Marco Serra,Match Report,,12.0,4.0,19.2,2022,Empoli
9,2021-10-23,15:00,Serie A,Matchweek 9,Sat,Away,W,4,2,Salernitana,2.6,1.7,40.0,11142.0,Filippo Bandinelli,4-3-1-2,Daniele Doveri,Match Report,,9.0,4.0,16.7,2022,Empoli
10,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Home,L,0,2,Inter,0.5,1.9,31.0,9335.0,Filippo Bandinelli,4-3-1-2,Daniele Chiffi,Match Report,,9.0,2.0,18.0,2022,Empoli
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,W,2,1,Sassuolo,1.7,1.3,43.0,3539.0,Filippo Bandinelli,4-3-1-2,Luca Massimi,Match Report,,13.0,4.0,19.3,2022,Empoli
12,2021-11-05,20:45,Serie A,Matchweek 12,Fri,Home,D,2,2,Genoa,0.9,2.0,53.0,5631.0,Filippo Bandinelli,4-3-1-2,Luca Pairetto,Match Report,,10.0,2.0,17.5,2022,Empoli
13,2021-11-22,18:30,Serie A,Matchweek 13,Mon,Away,L,1,2,Hellas Verona,1.7,1.6,43.0,13797.0,Simone Romagnoli,4-3-1-2,Matteo Gariglio,Match Report,,9.0,4.0,17.7,2022,Empoli
14,2021-11-27,15:00,Serie A,Matchweek 14,Sat,Home,W,2,1,Fiorentina,2.2,2.6,51.0,7878.0,Lorenzo Tonelli,4-3-1-2,Juan Sacchi,Match Report,,17.0,5.0,17.7,2022,Empoli
15,2021-12-02,18:30,Serie A,Matchweek 15,Thu,Away,D,2,2,Torino,1.1,0.9,59.0,7002.0,Simone Romagnoli,4-3-1-2,Andrea Colombo,Match Report,,16.0,5.0,19.2,2022,Empoli
16,2021-12-06,18:30,Serie A,Matchweek 16,Mon,Home,W,3,1,Udinese,2.5,2.2,58.0,4808.0,Lorenzo Tonelli,4-3-1-2,Daniele Paterna,Match Report,,22.0,8.0,16.0,2022,Empoli
17,2021-12-12,18:00,Serie A,Matchweek 17,Sun,Away,W,1,0,Napoli,0.8,2.5,40.0,20000.0,Leo Štulac,4-3-1-2,Livio Marinelli,Match Report,,12.0,5.0,19.2,2022,Empoli
19,2021-12-19,15:00,Serie A,Matchweek 18,Sun,Away,D,1,1,Spezia,1.5,1.3,65.0,5414.0,Filippo Bandinelli,4-3-1-2,Manuel Volpi,Match Report,,22.0,6.0,16.3,2022,Empoli
20,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Home,L,2,4,Milan,1.6,1.5,55.0,10596.0,Simone Romagnoli,4-3-1-2,Marco Di Bello,Match Report,,15.0,4.0,17.5,2022,Empoli
21,2022-01-06,14:30,Serie A,Matchweek 20,Thu,Away,D,3,3,Lazio,2.0,3.0,38.0,23000.0,Andrea La Mantia,4-3-1-2,Antonio Giua,Match Report,,10.0,3.0,20.9,2022,Empoli
22,2022-01-09,14:30,Serie A,Matchweek 21,Sun,Home,L,1,5,Sassuolo,1.4,4.2,45.0,4081.0,Leo Štulac,4-3-1-2,Manuel Volpi,Match Report,,15.0,4.0,14.0,2022,Empoli
23,2022-01-16,15:00,Serie A,Matchweek 22,Sun,Away,D,1,1,Venezia,2.2,1.3,50.0,3805.0,Filippo Bandinelli,4-3-2-1,Piero Giacomelli,Match Report,,18.0,6.0,17.6,2022,Empoli
25,2022-01-23,18:00,Serie A,Matchweek 23,Sun,Home,L,2,4,Roma,1.1,2.7,58.0,4920.0,Filippo Bandinelli,4-3-2-1,Michael Fabbri,Match Report,,16.0,7.0,18.1,2022,Empoli
26,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Away,D,0,0,Bologna,1.6,0.9,40.0,10349.0,Simone Romagnoli,4-3-2-1,Cosso Cosso,Match Report,,15.0,4.0,17.3,2022,Empoli
27,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Home,D,1,1,Cagliari,0.9,1.3,46.0,4787.0,Simone Romagnoli,4-3-1-2,Federico Dionisi,Match Report,,15.0,5.0,25.0,2022,Empoli
28,2022-02-19,15:00,Serie A,Matchweek 26,Sat,Away,L,0,2,Sampdoria,0.8,0.7,58.0,9069.0,Simone Romagnoli,4-3-1-2,Antonio Rapuano,Match Report,,10.0,2.0,17.1,2022,Empoli
29,2022-02-26,18:00,Serie A,Matchweek 27,Sat,Home,L,2,3,Juventus,1.3,2.2,53.0,11890.0,Filippo Bandinelli,4-3-1-2,Fabio Maresca,Match Report,,11.0,2.0,13.6,2022,Empoli
30,2022-03-06,12:30,Serie A,Matchweek 28,Sun,Away,D,0,0,Genoa,0.4,1.5,48.0,14935.0,Simone Romagnoli,4-3-2-1,Gianluca Aureliano,Match Report,,8.0,2.0,24.2,2022,Empoli
31,2022-03-12,20:45,Serie A,Matchweek 29,Sat,Away,L,0,1,Milan,0.4,0.8,47.0,48801.0,Simone Romagnoli,4-3-2-1,Daniele Chiffi,Match Report,,5.0,2.0,19.5,2022,Empoli
32,2022-03-20,15:00,Serie A,Matchweek 30,Sun,Home,D,1,1,Hellas Verona,0.8,1.5,37.0,5445.0,Simone Romagnoli,4-3-2-1,Matteo Marcenaro,Match Report,,7.0,2.0,20.4,2022,Empoli
33,2022-04-03,12:30,Serie A,Matchweek 31,Sun,Away,L,0,1,Fiorentina,0.2,1.9,38.0,22407.0,Filippo Bandinelli,4-3-1-2,Luca Massimi,Match Report,,5.0,1.0,22.9,2022,Empoli
34,2022-04-09,15:00,Serie A,Matchweek 32,Sat,Home,D,0,0,Spezia,1.3,1.2,58.0,5265.0,Simone Romagnoli,4-3-1-2,Giovanni Ayroldi,Match Report,,15.0,4.0,16.1,2022,Empoli
35,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Away,L,1,4,Udinese,1.8,1.3,60.0,15226.0,Andrea La Mantia,4-3-1-2,Matteo Marchetti,Match Report,,14.0,3.0,18.4,2022,Empoli
36,2022-04-24,15:00,Serie A,Matchweek 34,Sun,Home,W,3,2,Napoli,1.8,1.5,41.0,10245.0,Filippo Bandinelli,4-3-1-2,Livio Marinelli,Match Report,,17.0,7.0,17.5,2022,Empoli
37,2022-05-01,15:00,Serie A,Matchweek 35,Sun,Home,L,1,3,Torino,0.7,2.5,40.0,8416.0,Sebastiano Luperto,4-3-1-2,Cosso Cosso,Match Report,,11.0,4.0,24.7,2022,Empoli
38,2022-05-06,18:45,Serie A,Matchweek 36,Fri,Away,L,2,4,Inter,0.4,4.4,36.0,69959.0,Simone Romagnoli,4-3-1-2,Gianluca Manganiello,Match Report,,4.0,2.0,19.1,2022,Empoli
39,2022-05-14,15:00,Serie A,Matchweek 37,Sat,Home,D,1,1,Salernitana,1.9,3.8,46.0,7000.0,Simone Romagnoli,4-3-1-2,Davide Massa,Match Report,,16.0,6.0,17.5,2022,Empoli
40,2022-05-21,20:45,Serie A,Matchweek 38,Sat,Away,W,1,0,Atalanta,0.3,3.7,38.0,17654.0,Filippo Bandinelli,4-3-1-2,Rosario Abisso,Match Report,,7.0,3.0,24.2,2022,Empoli
1,2021-08-23,20:45,Serie A,Matchweek 1,Mon,Home,L,0,1,Milan,1.6,1.2,50.0,5000.0,Fabio Quagliarella,4-4-2,Marco Guida,Match Report,,16.0,3.0,18.3,2022,Sampdoria
2,2021-08-29,18:30,Serie A,Matchweek 2,Sun,Away,D,0,0,Sassuolo,0.8,1.8,37.0,3309.0,Fabio Quagliarella,4-2-3-1,Juan Sacchi,Match Report,,11.0,2.0,24.2,2022,Sampdoria
3,2021-09-12,12:30,Serie A,Matchweek 3,Sun,Home,D,2,2,Inter,1.2,1.2,52.0,7441.0,Fabio Quagliarella,4-4-2,Daniele Orsato,Match Report,,14.0,2.0,14.9,2022,Sampdoria
4,2021-09-19,12:30,Serie A,Matchweek 4,Sun,Away,W,3,0,Empoli,1.4,1.6,46.0,3064.0,Fabio Quagliarella,4-4-2,Maurizio Mariani,Match Report,,14.0,7.0,18.7,2022,Sampdoria
5,2021-09-23,18:30,Serie A,Matchweek 5,Thu,Home,L,0,4,Napoli,0.8,2.0,48.0,4596.0,Fabio Quagliarella,4-4-2,Paolo Valeri,Match Report,,13.0,5.0,20.8,2022,Sampdoria
6,2021-09-26,12:30,Serie A,Matchweek 6,Sun,Away,L,2,3,Juventus,0.5,2.9,50.0,15381.0,Fabio Quagliarella,4-4-2,Giovanni Ayroldi,Match Report,,5.0,3.0,16.8,2022,Sampdoria
7,2021-10-03,15:00,Serie A,Matchweek 7,Sun,Home,D,3,3,Udinese,1.6,2.5,54.0,4292.0,Fabio Quagliarella,4-4-2,Daniele Orsato,Match Report,,11.0,2.0,19.8,2022,Sampdoria
8,2021-10-17,12:30,Serie A,Matchweek 8,Sun,Away,L,1,3,Cagliari,1.5,1.0,59.0,9923.0,Fabio Quagliarella,4-4-1-1,Matteo Marchetti,Match Report,,17.0,3.0,18.3,2022,Sampdoria
9,2021-10-22,20:45,Serie A,Matchweek 9,Fri,Home,W,2,1,Spezia,0.6,1.1,30.0,7493.0,Bartosz Bereszyński,4-4-2,Michael Fabbri,Match Report,,6.0,2.0,19.7,2022,Sampdoria
10,2021-10-27,18:30,Serie A,Matchweek 10,Wed,Home,L,1,3,Atalanta,1.5,1.7,41.0,5462.0,Manolo Gabbiadini,4-3-3,Alessandro Prontera,Match Report,,8.0,3.0,18.0,2022,Sampdoria
11,2021-10-30,20:45,Serie A,Matchweek 11,Sat,Away,L,0,3,Torino,0.3,2.8,36.0,13137.0,Fabio Quagliarella,3-1-4-2,Francesco Fourneau,Match Report,,5.0,1.0,17.6,2022,Sampdoria
12,2021-11-07,15:00,Serie A,Matchweek 12,Sun,Home,L,1,2,Bologna,1.2,1.4,47.0,5694.0,Albin Ekdal,4-4-2,Gianluca Manganiello,Match Report,,10.0,4.0,16.4,2022,Sampdoria
13,2021-11-21,15:00,Serie A,Matchweek 13,Sun,Away,W,2,0,Salernitana,1.3,1.3,45.0,11849.0,Fabio Quagliarella,4-4-2,Piero Giacomelli,Match Report,,13.0,6.0,19.8,2022,Sampdoria
14,2021-11-27,15:00,Serie A,Matchweek 14,Sat,Home,W,3,1,Hellas Verona,0.9,1.0,42.0,6813.0,Fabio Quagliarella,4-4-2,Lorenzo Maggioni,Match Report,,15.0,5.0,18.0,2022,Sampdoria
15,2021-11-30,18:30,Serie A,Matchweek 15,Tue,Away,L,1,3,Fiorentina,0.8,3.1,40.0,17913.0,Bartosz Bereszyński,4-4-2,Federico Dionisi,Match Report,,11.0,4.0,16.2,2022,Sampdoria
16,2021-12-05,18:00,Serie A,Matchweek 16,Sun,Home,L,1,3,Lazio,1.7,0.9,49.0,5883.0,Fabio Quagliarella,4-4-2,Michael Fabbri,Match Report,,18.0,5.0,14.3,2022,Sampdoria
17,2021-12-10,20:45,Serie A,Matchweek 17,Fri,Away,W,3,1,Genoa,1.9,1.1,47.0,,Albin Ekdal,4-4-2,Daniele Doveri,Match Report,,14.0,5.0,14.9,2022,Sampdoria
19,2021-12-19,18:00,Serie A,Matchweek 18,Sun,Home,D,1,1,Venezia,1.7,1.3,49.0,5735.0,Albin Ekdal,4-3-1-2,Rosario Abisso,Match Report,,18.0,7.0,20.4,2022,Sampdoria
20,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Away,D,1,1,Roma,1.4,1.4,45.0,49400.0,Albin Ekdal,4-4-2,Piero Giacomelli,Match Report,,9.0,2.0,17.5,2022,Sampdoria
21,2022-01-06,12:30,Serie A,Matchweek 20,Thu,Home,L,1,2,Cagliari,0.5,2.0,49.0,3188.0,Albin Ekdal,4-4-2,Giacomo Camplone,Match Report,,4.0,1.0,13.6,2022,Sampdoria
22,2022-01-09,16:30,Serie A,Matchweek 21,Sun,Away,L,0,1,Napoli,0.5,1.6,32.0,9000.0,Fabio Quagliarella,4-4-2,Marco Di Bello,Match Report,,11.0,1.0,21.7,2022,Sampdoria
23,2022-01-15,15:00,Serie A,Matchweek 22,Sat,Home,L,1,2,Torino,1.4,1.5,37.0,2549.0,Bartosz Bereszyński,4-2-3-1,Luca Massimi,Match Report,,11.0,2.0,17.8,2022,Sampdoria
25,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Away,L,0,1,Spezia,0.4,0.4,59.0,5000.0,Albin Ekdal,4-3-1-2,Gianluca Manganiello,Match Report,,8.0,0.0,22.1,2022,Sampdoria
26,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Home,W,4,0,Sassuolo,2.6,1.9,39.0,6232.0,Bartosz Bereszyński,4-3-1-2,Fabio Maresca,Match Report,,10.0,6.0,13.1,2022,Sampdoria
27,2022-02-13,12:30,Serie A,Matchweek 25,Sun,Away,L,0,1,Milan,0.2,1.4,50.0,35710.0,Bartosz Bereszyński,4-4-1-1,Daniele Chiffi,Match Report,,4.0,1.0,16.9,2022,Sampdoria
28,2022-02-19,15:00,Serie A,Matchweek 26,Sat,Home,W,2,0,Empoli,0.7,0.8,42.0,9069.0,Fabio Quagliarella,4-3-1-2,Antonio Rapuano,Match Report,,8.0,3.0,14.5,2022,Sampdoria
29,2022-02-28,20:50,Serie A,Matchweek 27,Mon,Away,L,0,4,Atalanta,0.4,2.1,44.0,10245.0,Fabio Quagliarella,3-4-1-2,Simone Sozza,Match Report,,6.0,1.0,19.4,2022,Sampdoria
30,2022-03-05,15:00,Serie A,Matchweek 28,Sat,Away,L,1,2,Udinese,1.2,2.3,57.0,12405.0,Fabio Quagliarella,4-1-2-1-2◆,Massimiliano Irrati,Match Report,,8.0,4.0,13.9,2022,Sampdoria
31,2022-03-12,18:00,Serie A,Matchweek 29,Sat,Home,L,1,3,Juventus,1.8,1.5,49.0,16644.0,Fabio Quagliarella,4-1-2-1-2◆,Paolo Valeri,Match Report,,16.0,4.0,21.4,2022,Sampdoria
32,2022-03-20,12:30,Serie A,Matchweek 30,Sun,Away,W,2,0,Venezia,1.5,1.6,54.0,7591.0,Albin Ekdal,4-3-1-2,Daniele Orsato,Match Report,,8.0,4.0,17.2,2022,Sampdoria
33,2022-04-03,18:00,Serie A,Matchweek 31,Sun,Home,L,0,1,Roma,0.6,1.0,49.0,16465.0,Bartosz Bereszyński,4-1-3-2,Gianluca Manganiello,Match Report,,8.0,3.0,20.7,2022,Sampdoria
34,2022-04-11,20:45,Serie A,Matchweek 32,Mon,Away,L,0,2,Bologna,0.6,2.5,48.0,15783.0,Bartosz Bereszyński,4-1-3-2,Luca Pairetto,Match Report,,9.0,2.0,23.2,2022,Sampdoria
35,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Home,L,1,2,Salernitana,0.5,0.3,67.0,14908.0,Fabio Quagliarella,4-3-1-2,Paolo Valeri,Match Report,,5.0,1.0,16.2,2022,Sampdoria
36,2022-04-23,20:45,Serie A,Matchweek 34,Sat,Away,D,1,1,Hellas Verona,1.0,1.5,43.0,16188.0,Bartosz Bereszyński,4-1-4-1,Giovanni Ayroldi,Match Report,,3.0,2.0,27.3,2022,Sampdoria
37,2022-04-30,18:00,Serie A,Matchweek 35,Sat,Home,W,1,0,Genoa,1.1,1.6,49.0,30136.0,Albin Ekdal,4-1-4-1,Fabio Maresca,Match Report,,10.0,2.0,17.1,2022,Sampdoria
38,2022-05-07,20:45,Serie A,Matchweek 36,Sat,Away,L,0,2,Lazio,0.8,1.8,39.0,31000.0,Bartosz Bereszyński,4-1-4-1,Davide Massa,Match Report,,9.0,2.0,19.9,2022,Sampdoria
39,2022-05-16,18:30,Serie A,Matchweek 37,Mon,Home,W,4,1,Fiorentina,1.6,1.6,37.0,21331.0,Fabio Quagliarella,4-1-4-1,Maurizio Mariani,Match Report,,12.0,5.0,14.8,2022,Sampdoria
40,2022-05-22,18:00,Serie A,Matchweek 38,Sun,Away,L,0,3,Inter,1.0,3.5,42.0,71109.0,Bartosz Bereszyński,4-1-4-1,Marco Di Bello,Match Report,,8.0,3.0,15.2,2022,Sampdoria
1,2021-08-23,18:30,Serie A,Matchweek 1,Mon,Away,D,2,2,Cagliari,0.8,2.7,42.0,5387.0,Giulio Maggiore,3-4-3,Francesco Fourneau,Match Report,,12.0,4.0,23.2,2022,Spezia
2,2021-08-28,18:30,Serie A,Matchweek 2,Sat,Away,L,1,6,Lazio,0.9,3.1,39.0,20000.0,Giulio Maggiore,3-4-3,Federico Dionisi,Match Report,,5.0,2.0,22.8,2022,Spezia
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Home,L,0,1,Udinese,1.4,0.8,56.0,5162.0,Giulio Maggiore,4-3-3,Marco Guida,Match Report,,19.0,5.0,21.1,2022,Spezia
4,2021-09-19,15:00,Serie A,Matchweek 4,Sun,Away,W,2,1,Venezia,0.5,1.1,55.0,3688.0,Giulio Maggiore,4-2-3-1,Rosario Abisso,Match Report,,12.0,3.0,22.1,2022,Spezia
5,2021-09-22,18:30,Serie A,Matchweek 5,Wed,Home,L,2,3,Juventus,0.9,2.4,40.0,5700.0,Giulio Maggiore,4-2-3-1,Gianluca Aureliano,Match Report,,10.0,4.0,20.1,2022,Spezia
6,2021-09-25,15:00,Serie A,Matchweek 6,Sat,Home,L,1,2,Milan,1.1,1.6,37.0,3618.0,Giulio Maggiore,4-1-4-1,Gianluca Manganiello,Match Report,,8.0,2.0,19.2,2022,Spezia
7,2021-10-03,15:00,Serie A,Matchweek 7,Sun,Away,L,0,4,Hellas Verona,1.9,0.7,55.0,8398.0,Emmanuel Gyasi,4-2-3-1,Giacomo Camplone,Match Report,,12.0,4.0,16.3,2022,Spezia
8,2021-10-16,15:00,Serie A,Matchweek 8,Sat,Home,W,2,1,Salernitana,1.6,1.8,58.0,6023.0,Giulio Maggiore,4-2-3-1,Davide Massa,Match Report,,18.0,5.0,16.6,2022,Spezia
9,2021-10-22,20:45,Serie A,Matchweek 9,Fri,Away,L,1,2,Sampdoria,1.1,0.6,70.0,7493.0,Giulio Maggiore,4-2-3-1,Michael Fabbri,Match Report,,17.0,7.0,19.7,2022,Spezia
10,2021-10-26,18:30,Serie A,Matchweek 10,Tue,Home,D,1,1,Genoa,1.8,1.2,48.0,7283.0,Giulio Maggiore,4-2-3-1,Simone Sozza,Match Report,,13.0,3.0,20.9,2022,Spezia
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,L,0,3,Fiorentina,0.1,3.1,45.0,19511.0,Giulio Maggiore,4-2-3-1,Antonio Giua,Match Report,,3.0,0.0,24.7,2022,Spezia
12,2021-11-06,15:00,Serie A,Matchweek 12,Sat,Home,W,1,0,Torino,0.4,0.5,41.0,6953.0,Giulio Maggiore,4-2-3-1,Daniele Orsato,Match Report,,7.0,3.0,19.7,2022,Spezia
13,2021-11-20,15:00,Serie A,Matchweek 13,Sat,Away,L,2,5,Atalanta,1.0,2.9,49.0,10744.0,Giulio Maggiore,3-5-1-1,Rosario Abisso,Match Report,,10.0,5.0,20.8,2022,Spezia
14,2021-11-28,15:00,Serie A,Matchweek 14,Sun,Home,L,0,1,Bologna,0.9,2.6,43.0,6265.0,Giulio Maggiore,4-3-3,Luca Massimi,Match Report,,13.0,5.0,18.1,2022,Spezia
15,2021-12-01,18:30,Serie A,Matchweek 15,Wed,Away,L,0,2,Inter,0.4,3.3,37.0,30076.0,Emmanuel Gyasi,5-3-2,Davide Ghersini,Match Report,,7.0,4.0,20.2,2022,Spezia
16,2021-12-05,15:00,Serie A,Matchweek 16,Sun,Home,D,2,2,Sassuolo,2.2,1.7,35.0,4987.0,Giulio Maggiore,4-4-2,Fabio Maresca,Match Report,,9.0,4.0,11.7,2022,Spezia
17,2021-12-13,20:45,Serie A,Matchweek 17,Mon,Away,L,0,2,Roma,0.9,2.0,48.0,44844.0,Giulio Maggiore,3-5-2,Alessandro Prontera,Match Report,,8.0,2.0,15.2,2022,Spezia
19,2021-12-19,15:00,Serie A,Matchweek 18,Sun,Home,D,1,1,Empoli,1.3,1.5,35.0,5414.0,Giulio Maggiore,3-5-2,Manuel Volpi,Match Report,,9.0,2.0,11.2,2022,Spezia
20,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Away,W,1,0,Napoli,0.6,2.4,35.0,25000.0,Giulio Maggiore,3-5-2,Luca Massimi,Match Report,,8.0,0.0,26.7,2022,Spezia
21,2022-01-06,14:30,Serie A,Matchweek 20,Thu,Home,L,1,2,Hellas Verona,1.5,1.9,40.0,3250.0,Giulio Maggiore,4-1-4-1,Maurizio Mariani,Match Report,,9.0,3.0,17.2,2022,Spezia
22,2022-01-09,18:30,Serie A,Matchweek 21,Sun,Away,W,1,0,Genoa,1.5,1.3,47.0,8000.0,Giulio Maggiore,4-3-3,Marco Guida,Match Report,,17.0,9.0,19.5,2022,Spezia
23,2022-01-17,18:30,Serie A,Matchweek 22,Mon,Away,W,2,1,Milan,1.5,3.0,40.0,5000.0,Giulio Maggiore,4-3-3,Marco Serra,Match Report,,10.0,6.0,15.3,2022,Spezia
24,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Home,W,1,0,Sampdoria,0.4,0.4,41.0,5000.0,Emmanuel Gyasi,4-1-4-1,Gianluca Manganiello,Match Report,,7.0,2.0,18.9,2022,Spezia
25,2022-02-07,20:45,Serie A,Matchweek 24,Mon,Away,D,2,2,Salernitana,2.0,0.6,43.0,10668.0,Giulio Maggiore,4-2-3-1,Paolo Valeri,Match Report,,11.0,0.0,24.3,2022,Spezia
26,2022-02-14,20:45,Serie A,Matchweek 25,Mon,Home,L,1,2,Fiorentina,0.7,2.6,34.0,5400.0,Giulio Maggiore,4-2-3-1,Matteo Marchetti,Match Report,,9.0,1.0,19.8,2022,Spezia
27,2022-02-21,21:00,Serie A,Matchweek 26,Mon,Away,L,1,2,Bologna,0.5,2.3,39.0,12050.0,Giulio Maggiore,4-2-3-1,Livio Marinelli,Match Report,,6.0,2.0,23.2,2022,Spezia
28,2022-02-27,18:05,Serie A,Matchweek 27,Sun,Home,L,0,1,Roma,0.4,4.1,35.0,8107.0,Simone Bastoni,4-3-3,Michael Fabbri,Match Report,,9.0,3.0,22.1,2022,Spezia
29,2022-03-06,18:00,Serie A,Matchweek 28,Sun,Away,L,0,1,Juventus,0.6,1.5,44.0,26475.0,Giulio Maggiore,4-2-3-1,Francesco Fourneau,Match Report,,9.0,4.0,20.1,2022,Spezia
30,2022-03-12,15:00,Serie A,Matchweek 29,Sat,Home,W,2,0,Cagliari,2.0,0.6,43.0,7180.0,Giulio Maggiore,4-3-3,Daniele Orsato,Match Report,,11.0,6.0,14.6,2022,Spezia
31,2022-03-18,18:45,Serie A,Matchweek 30,Fri,Away,L,1,4,Sassuolo,0.4,2.3,42.0,6130.0,Giulio Maggiore,4-3-2-1,Manuel Volpi,Match Report,,5.0,1.0,16.3,2022,Spezia
32,2022-04-02,15:00,Serie A,Matchweek 31,Sat,Home,W,1,0,Venezia,1.2,0.9,52.0,7993.0,Giulio Maggiore,4-3-3,Daniele Doveri,Match Report,,11.0,4.0,16.7,2022,Spezia
33,2022-04-09,15:00,Serie A,Matchweek 32,Sat,Away,D,0,0,Empoli,1.2,1.3,42.0,5265.0,Giulio Maggiore,4-2-3-1,Giovanni Ayroldi,Match Report,,11.0,4.0,13.5,2022,Spezia
34,2022-04-15,19:00,Serie A,Matchweek 33,Fri,Home,L,1,3,Inter,0.7,2.9,33.0,11382.0,Giulio Maggiore,4-2-3-1,Fabio Maresca,Match Report,,10.0,2.0,15.8,2022,Spezia
35,2022-04-23,15:00,Serie A,Matchweek 34,Sat,Away,L,1,2,Torino,1.2,2.5,45.0,8333.0,Emmanuel Gyasi,5-4-1,Davide Ghersini,Match Report,,6.0,1.0,25.2,2022,Spezia
36,2022-04-30,20:45,Serie A,Matchweek 35,Sat,Home,L,3,4,Lazio,1.3,3.2,30.0,8750.0,Giulio Maggiore,4-2-3-1,Luca Pairetto,Match Report,,9.0,3.0,15.3,2022,Spezia
37,2022-05-08,12:30,Serie A,Matchweek 36,Sun,Home,L,1,3,Atalanta,0.9,1.9,35.0,9000.0,Giulio Maggiore,4-4-2,Fabio Maresca,Match Report,,5.0,1.0,16.6,2022,Spezia
38,2022-05-14,18:00,Serie A,Matchweek 37,Sat,Away,W,3,2,Udinese,2.3,1.7,39.0,20950.0,Giulio Maggiore,4-2-3-1,Gianluca Aureliano,Match Report,,10.0,7.0,16.9,2022,Spezia
39,2022-05-22,12:30,Serie A,Matchweek 38,Sun,Home,L,0,3,Napoli,2.1,1.2,32.0,10000.0,Giulio Maggiore,4-2-3-1,Matteo Marchetti,Match Report,,16.0,4.0,17.2,2022,Spezia
1,2021-08-22,18:30,Serie A,Matchweek 1,Sun,Away,L,2,3,Bologna,1.5,1.6,29.0,8375.0,Milan Đurić,3-5-2,Antonio Rapuano,Match Report,,9.0,3.0,18.5,2022,Salernitana
2,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,L,0,4,Roma,0.4,2.4,21.0,12500.0,Francesco Di Tacchio,5-4-1,Rosario Abisso,Match Report,,5.0,0.0,14.0,2022,Salernitana
